"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"1947","Yahualica de González Gallo",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1948","Zacoalco de Torres",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1949","Zapopan",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1950","Zapotiltic",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1951","Zapotitlán de Vadillo",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1952","Zapotlán del Rey",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1953","Zapotlán el Grande",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1954","Zapotlanejo",2016,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1955","Acatic",2016,"Violencia familiar",0,0,0,3,2,1,0,1,1,0,0,0,8
"1956","Acatlán de Juárez",2016,"Violencia familiar",2,2,0,1,1,1,1,1,0,3,3,1,16
"1957","Ahualulco de Mercado",2016,"Violencia familiar",2,0,4,4,2,3,1,0,0,1,4,1,22
"1958","Amacueca",2016,"Violencia familiar",1,0,0,0,0,0,2,0,0,0,0,0,3
"1959","Amatitán",2016,"Violencia familiar",0,1,2,1,0,0,0,0,0,0,0,0,4
"1960","Ameca",2016,"Violencia familiar",6,8,6,8,4,9,7,8,10,8,5,4,83
"1961","Arandas",2016,"Violencia familiar",5,2,0,2,2,3,6,6,2,2,1,4,35
"1962","Atemajac de Brizuela",2016,"Violencia familiar",0,0,0,0,0,0,1,1,0,0,0,0,2
"1963","Atengo",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,1,0,1
"1964","Atenguillo",2016,"Violencia familiar",0,0,1,0,0,0,1,0,1,0,0,0,3
"1965","Atotonilco el Alto",2016,"Violencia familiar",0,0,0,0,0,0,1,0,1,1,0,0,3
"1966","Atoyac",2016,"Violencia familiar",0,0,1,1,0,1,0,0,2,1,2,0,8
"1967","Autlán de Navarro",2016,"Violencia familiar",9,6,10,14,8,9,11,10,8,12,18,7,122
"1968","Ayotlán",2016,"Violencia familiar",0,0,0,0,0,0,1,0,0,1,1,0,3
"1969","Ayutla",2016,"Violencia familiar",1,0,0,0,1,0,1,1,0,1,2,0,7
"1970","Bolaños",2016,"Violencia familiar",0,0,0,0,1,0,1,0,1,1,0,0,4
"1971","Cabo Corrientes",2016,"Violencia familiar",2,0,0,0,0,0,0,0,1,0,1,1,5
"1972","Cañadas de Obregón",2016,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"1973","Casimiro Castillo",2016,"Violencia familiar",1,0,0,0,1,4,1,2,1,1,0,1,12
"1974","Chapala",2016,"Violencia familiar",0,1,2,0,2,0,6,1,4,3,3,3,25
"1975","Chimaltitán",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,1,0,1
"1976","Chiquilistlán",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1977","Cihuatlán",2016,"Violencia familiar",0,1,2,1,4,2,3,6,5,3,1,0,28
"1978","Cocula",2016,"Violencia familiar",0,1,1,0,1,1,1,2,3,3,1,0,14
"1979","Colotlán",2016,"Violencia familiar",0,0,0,0,1,1,2,1,0,2,1,1,9
"1980","Concepción de Buenos Aires",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1981","Cuautitlán de García Barragán",2016,"Violencia familiar",0,0,0,0,0,0,1,0,0,0,0,1,2
"1982","Cuautla",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1983","Cuquío",2016,"Violencia familiar",0,0,1,0,0,1,0,1,0,0,0,0,3
"1984","Degollado",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,1,1
"1985","Ejutla",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"1986","El Arenal",2016,"Violencia familiar",2,1,4,2,0,3,0,1,1,2,2,0,18
"1987","El Grullo",2016,"Violencia familiar",1,3,2,4,3,1,2,3,1,0,2,2,24
"1988","El Limón",2016,"Violencia familiar",1,0,0,1,0,0,0,0,0,0,0,2,4
"1989","El Salto",2016,"Violencia familiar",18,24,21,21,18,18,16,19,24,26,20,32,257
"1990","Encarnación de Díaz",2016,"Violencia familiar",4,0,0,0,0,1,0,1,4,0,1,1,12
"1991","Etzatlán",2016,"Violencia familiar",1,4,1,0,0,4,0,0,1,0,0,0,11
"1992","Gómez Farías",2016,"Violencia familiar",1,0,0,0,0,1,0,1,1,0,0,0,4
"1993","Guachinango",2016,"Violencia familiar",0,0,1,0,0,1,0,0,0,0,1,1,4
"1994","Guadalajara",2016,"Violencia familiar",316,274,294,405,406,201,175,150,128,100,183,340,2972
"1995","Hostotipaquillo",2016,"Violencia familiar",0,0,0,0,1,0,0,0,1,0,0,0,2
"1996","Huejúcar",2016,"Violencia familiar",0,0,0,0,0,0,1,1,0,0,0,0,2
"1997","Huejuquilla el Alto",2016,"Violencia familiar",0,0,1,0,0,1,1,1,1,0,0,0,5
"1998","Ixtlahuacán de los Membrillos",2016,"Violencia familiar",3,3,7,4,4,10,8,10,8,15,10,8,90
"1999","Ixtlahuacán del Río",2016,"Violencia familiar",0,1,0,0,0,1,0,0,0,2,1,0,5
"2000","Jalostotitlán",2016,"Violencia familiar",2,1,1,2,2,5,1,1,1,1,1,0,18
"2001","Jamay",2016,"Violencia familiar",0,0,0,3,0,0,0,0,1,0,1,0,5
"2002","Jesús María",2016,"Violencia familiar",0,1,0,1,1,1,1,1,1,0,0,0,7
"2003","Jilotlán de los Dolores",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2004","Jocotepec",2016,"Violencia familiar",0,1,1,1,1,1,1,1,5,3,1,4,20
"2005","Juanacatlán",2016,"Violencia familiar",1,2,0,2,0,1,1,2,1,0,2,2,14
"2006","Juchitlán",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,1,1
"2007","La Barca",2016,"Violencia familiar",1,2,1,0,2,1,1,1,1,1,3,0,14
"2008","La Huerta",2016,"Violencia familiar",2,2,1,1,2,0,3,1,2,1,2,0,17
"2009","La Manzanilla de la Paz",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2010","Lagos de Moreno",2016,"Violencia familiar",14,12,11,11,24,14,13,28,22,15,13,12,189
"2011","Magdalena",2016,"Violencia familiar",0,1,2,1,0,0,1,0,1,0,3,1,10
"2012","Mascota",2016,"Violencia familiar",0,0,2,0,0,0,0,1,0,0,0,0,3
"2013","Mazamitla",2016,"Violencia familiar",0,1,0,0,0,0,0,1,2,0,1,0,5
"2014","Mexticacán",2016,"Violencia familiar",0,0,1,0,0,0,1,0,0,2,0,0,4
"2015","Mezquitic",2016,"Violencia familiar",1,1,1,1,0,0,1,0,2,0,0,0,7
"2016","Mixtlán",2016,"Violencia familiar",0,0,0,1,0,0,1,0,2,0,1,0,5
"2017","No Especificado",2016,"Violencia familiar",3,13,15,23,18,148,70,224,184,76,68,44,886
"2018","Ocotlán",2016,"Violencia familiar",4,9,3,2,8,5,7,2,10,12,7,7,76
"2019","Ojuelos de Jalisco",2016,"Violencia familiar",1,0,1,1,0,0,1,2,2,2,3,0,13
"2020","Pihuamo",2016,"Violencia familiar",0,0,0,0,0,1,0,0,0,1,0,1,3
"2021","Poncitlán",2016,"Violencia familiar",0,0,1,4,2,2,1,1,0,0,3,1,15
"2022","Puerto Vallarta",2016,"Violencia familiar",27,17,32,31,46,39,33,38,23,30,26,24,366
"2023","Quitupan",2016,"Violencia familiar",0,0,0,0,0,0,0,0,2,0,0,0,2
"2024","San Cristóbal de la Barranca",2016,"Violencia familiar",0,0,0,0,1,0,0,0,0,0,0,0,1
"2025","San Diego de Alejandría",2016,"Violencia familiar",0,0,0,0,0,0,1,0,0,0,0,0,1
"2026","San Gabriel",2016,"Violencia familiar",0,0,0,0,3,0,1,0,0,0,0,0,4
"2027","San Ignacio Cerro Gordo",2016,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"2028","San Juan de los Lagos",2016,"Violencia familiar",7,4,2,2,3,7,2,11,5,2,4,5,54
"2029","San Juanito de Escobedo",2016,"Violencia familiar",0,3,0,0,4,0,0,0,1,0,1,0,9
"2030","San Julián",2016,"Violencia familiar",0,1,1,0,1,0,0,1,0,1,0,0,5
"2031","San Marcos",2016,"Violencia familiar",0,0,1,1,0,0,0,0,0,0,0,0,2
"2032","San Martín de Bolaños",2016,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"2033","San Martín Hidalgo",2016,"Violencia familiar",0,0,0,3,2,3,2,1,0,1,1,2,15
"2034","San Miguel el Alto",2016,"Violencia familiar",1,1,1,1,0,1,3,1,1,0,0,1,11
"2035","San Pedro Tlaquepaque",2016,"Violencia familiar",101,111,107,165,198,83,59,74,61,45,70,95,1169
"2036","San Sebastián del Oeste",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"2037","Santa María de los Ángeles",2016,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"2038","Santa María del Oro",2016,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"2039","Sayula",2016,"Violencia familiar",3,0,0,1,4,1,1,3,0,3,4,1,21
"2040","Tala",2016,"Violencia familiar",3,5,9,6,7,4,4,4,11,4,3,3,63
"2041","Talpa de Allende",2016,"Violencia familiar",1,0,0,2,0,3,1,1,5,0,1,2,16
"2042","Tamazula de Gordiano",2016,"Violencia familiar",1,0,1,3,1,0,0,2,1,0,0,0,9
"2043","Tapalpa",2016,"Violencia familiar",1,0,0,0,2,0,0,1,1,0,0,0,5
"2044","Tecalitlán",2016,"Violencia familiar",0,0,0,0,1,0,0,0,0,1,0,0,2
"2045","Techaluta de Montenegro",2016,"Violencia familiar",0,0,0,0,0,0,0,1,2,1,0,0,4
"2046","Tecolotlán",2016,"Violencia familiar",0,0,0,0,0,1,1,0,1,0,0,1,4
"2047","Tenamaxtlán",2016,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"2048","Teocaltiche",2016,"Violencia familiar",0,0,0,0,2,2,2,2,3,2,2,2,17
"2049","Teocuitatlán de Corona",2016,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"2050","Tepatitlán de Morelos",2016,"Violencia familiar",9,6,10,9,10,19,16,19,9,11,15,8,141
"2051","Tequila",2016,"Violencia familiar",2,4,3,2,2,1,3,1,3,2,3,4,30
"2052","Teuchitlán",2016,"Violencia familiar",1,1,0,0,0,0,0,1,1,3,0,1,8
"2053","Tizapán el Alto",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2054","Tlajomulco de Zúñiga",2016,"Violencia familiar",67,79,80,93,78,74,64,63,54,34,77,55,818
"2055","Tolimán",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"2056","Tomatlán",2016,"Violencia familiar",1,0,2,0,1,2,2,1,1,0,0,1,11
"2057","Tonalá",2016,"Violencia familiar",103,94,107,141,146,58,62,59,47,50,77,115,1059
"2058","Tonaya",2016,"Violencia familiar",0,0,0,0,1,0,1,0,0,0,1,0,3
"2059","Tonila",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2060","Totatiche",2016,"Violencia familiar",1,0,0,0,0,0,0,1,0,0,0,0,2
"2061","Tototlán",2016,"Violencia familiar",0,0,0,0,0,1,2,2,0,2,1,3,11
"2062","Tuxcacuesco",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2063","Tuxcueca",2016,"Violencia familiar",0,0,1,0,0,0,0,0,0,1,0,0,2
"2064","Tuxpan",2016,"Violencia familiar",1,0,2,1,4,2,3,1,1,0,1,4,20
"2065","Unión de San Antonio",2016,"Violencia familiar",0,0,1,0,0,0,1,1,2,0,0,0,5
"2066","Unión de Tula",2016,"Violencia familiar",1,0,1,0,1,1,0,0,0,0,2,0,6
"2067","Valle de Guadalupe",2016,"Violencia familiar",0,0,1,0,1,0,1,1,3,0,0,1,8
"2068","Valle de Juárez",2016,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2069","Villa Corona",2016,"Violencia familiar",0,0,1,0,0,1,2,0,0,0,0,0,4
"2070","Villa Guerrero",2016,"Violencia familiar",1,0,0,0,0,0,0,0,1,0,1,0,3
"2071","Villa Hidalgo",2016,"Violencia familiar",0,0,1,1,0,0,0,0,0,1,0,0,3
"2072","Villa Purificación",2016,"Violencia familiar",1,1,0,0,0,0,0,0,2,2,0,1,7
"2073","Yahualica de González Gallo",2016,"Violencia familiar",1,0,0,0,2,1,0,1,1,0,1,1,8
"2074","Zacoalco de Torres",2016,"Violencia familiar",0,2,1,2,9,2,1,0,0,2,1,2,22
"2075","Zapopan",2016,"Violencia familiar",198,214,238,303,311,154,108,105,96,84,152,191,2154
"2076","Zapotiltic",2016,"Violencia familiar",0,1,1,3,3,5,3,1,0,4,3,2,26
"2077","Zapotitlán de Vadillo",2016,"Violencia familiar",1,0,0,0,0,0,0,1,0,0,0,0,2
"2078","Zapotlán del Rey",2016,"Violencia familiar",1,1,2,1,0,0,0,1,0,0,0,0,6
"2079","Zapotlán el Grande",2016,"Violencia familiar",8,9,6,9,15,8,8,3,9,8,5,10,98
"2080","Zapotlanejo",2016,"Violencia familiar",1,3,2,6,6,3,3,4,3,4,2,2,39
"2081","Acatic",2017,"Abuso sexual",0,0,0,0,0,1,0,0,0,1,0,0,2
"2082","Acatlán de Juárez",2017,"Abuso sexual",2,2,0,1,2,0,0,0,0,1,1,0,9
"2083","Ahualulco de Mercado",2017,"Abuso sexual",2,0,0,0,0,0,0,0,0,1,0,1,4
"2084","Amacueca",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2085","Amatitán",2017,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"2086","Ameca",2017,"Abuso sexual",1,0,0,0,2,0,1,1,2,2,1,2,12
"2087","Arandas",2017,"Abuso sexual",1,1,0,2,0,1,3,0,2,1,0,1,12
"2088","Atemajac de Brizuela",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2089","Atengo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2090","Atenguillo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"2091","Atotonilco el Alto",2017,"Abuso sexual",0,1,0,1,0,0,0,1,0,1,0,0,4
"2092","Atoyac",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2093","Autlán de Navarro",2017,"Abuso sexual",2,1,3,5,1,1,2,0,3,3,2,1,24
"2094","Ayotlán",2017,"Abuso sexual",0,1,1,0,0,1,0,1,0,1,0,0,5
"2095","Ayutla",2017,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"2096","Bolaños",2017,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,1,0,2
"2097","Cabo Corrientes",2017,"Abuso sexual",1,0,0,0,1,0,1,0,1,0,0,0,4
"2098","Cañadas de Obregón",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2099","Casimiro Castillo",2017,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"2100","Chapala",2017,"Abuso sexual",3,1,3,3,3,2,2,1,2,2,0,2,24
"2101","Chimaltitán",2017,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"2102","Chiquilistlán",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"2103","Cihuatlán",2017,"Abuso sexual",0,3,0,2,3,1,1,1,0,2,2,1,16
"2104","Cocula",2017,"Abuso sexual",1,1,1,0,0,1,2,1,0,0,0,0,7
"2105","Colotlán",2017,"Abuso sexual",0,0,0,2,1,1,1,2,1,0,1,0,9
"2106","Concepción de Buenos Aires",2017,"Abuso sexual",1,0,0,0,1,0,1,0,0,0,0,0,3
"2107","Cuautitlán de García Barragán",2017,"Abuso sexual",0,1,0,1,0,1,0,0,1,2,0,1,7
"2108","Cuautla",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2109","Cuquío",2017,"Abuso sexual",0,0,0,1,0,0,1,0,1,1,0,0,4
"2110","Degollado",2017,"Abuso sexual",0,0,0,1,1,0,0,1,0,1,0,0,4
"2111","Ejutla",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"2112","El Arenal",2017,"Abuso sexual",1,0,0,1,1,0,1,0,0,0,0,0,4
"2113","El Grullo",2017,"Abuso sexual",1,0,0,1,1,4,1,0,2,0,1,0,11
"2114","El Limón",2017,"Abuso sexual",0,1,0,0,0,0,0,0,1,0,0,0,2
"2115","El Salto",2017,"Abuso sexual",0,14,7,4,5,7,10,4,7,4,3,5,70
"2116","Encarnación de Díaz",2017,"Abuso sexual",1,0,1,0,0,1,0,0,2,0,0,1,6
"2117","Etzatlán",2017,"Abuso sexual",0,0,0,1,0,0,0,0,1,0,0,0,2
"2118","Gómez Farías",2017,"Abuso sexual",0,1,0,0,1,2,0,1,1,1,0,0,7
"2119","Guachinango",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2120","Guadalajara",2017,"Abuso sexual",33,40,39,47,50,33,36,28,45,37,32,26,446
"2121","Hostotipaquillo",2017,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"2122","Huejúcar",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2123","Huejuquilla el Alto",2017,"Abuso sexual",1,1,0,0,0,0,0,0,0,0,0,0,2
"2124","Ixtlahuacán de los Membrillos",2017,"Abuso sexual",0,0,2,1,4,2,6,0,1,3,3,0,22
"2125","Ixtlahuacán del Río",2017,"Abuso sexual",0,0,0,0,0,0,1,1,0,0,0,0,2
"2126","Jalostotitlán",2017,"Abuso sexual",0,0,0,0,1,1,0,1,1,1,0,1,6
"2127","Jamay",2017,"Abuso sexual",0,0,1,0,2,1,0,0,0,1,1,0,6
"2128","Jesús María",2017,"Abuso sexual",0,0,0,0,0,1,0,1,0,0,0,0,2
"2129","Jilotlán de los Dolores",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2130","Jocotepec",2017,"Abuso sexual",0,1,0,0,2,2,2,1,4,0,0,0,12
"2131","Juanacatlán",2017,"Abuso sexual",0,0,0,1,0,1,0,0,1,0,1,0,4
"2132","Juchitlán",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2133","La Barca",2017,"Abuso sexual",0,0,0,0,0,1,0,0,0,1,1,0,3
"2134","La Huerta",2017,"Abuso sexual",0,3,0,2,1,0,0,0,0,1,1,0,8
"2135","La Manzanilla de la Paz",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"2136","Lagos de Moreno",2017,"Abuso sexual",4,0,2,1,5,2,5,5,2,3,2,1,32
"2137","Magdalena",2017,"Abuso sexual",1,1,0,1,1,0,0,1,0,0,0,0,5
"2138","Mascota",2017,"Abuso sexual",0,0,1,0,0,0,0,1,0,0,0,0,2
"2139","Mazamitla",2017,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"2140","Mexticacán",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2141","Mezquitic",2017,"Abuso sexual",1,0,2,0,0,0,2,0,0,1,0,1,7
"2142","Mixtlán",2017,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,1,0,2
"2143","No Especificado",2017,"Abuso sexual",4,2,5,7,7,7,12,12,8,5,9,3,81
"2144","Ocotlán",2017,"Abuso sexual",3,2,1,1,2,1,0,1,1,0,4,0,16
"2145","Ojuelos de Jalisco",2017,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"2146","Pihuamo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2147","Poncitlán",2017,"Abuso sexual",1,2,0,0,2,3,2,4,1,1,1,0,17
"2148","Puerto Vallarta",2017,"Abuso sexual",4,4,6,11,10,9,11,8,14,10,20,6,113
"2149","Quitupan",2017,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"2150","San Cristóbal de la Barranca",2017,"Abuso sexual",0,0,0,0,0,0,0,1,1,0,0,0,2
"2151","San Diego de Alejandría",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2152","San Gabriel",2017,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,1,0,2
"2153","San Ignacio Cerro Gordo",2017,"Abuso sexual",0,0,1,0,0,0,0,0,0,1,0,1,3
"2154","San Juan de los Lagos",2017,"Abuso sexual",0,0,2,2,1,0,0,3,2,2,0,1,13
"2155","San Juanito de Escobedo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"2156","San Julián",2017,"Abuso sexual",1,0,1,0,0,0,0,0,0,0,0,0,2
"2157","San Marcos",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2158","San Martín de Bolaños",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2159","San Martín Hidalgo",2017,"Abuso sexual",1,0,1,1,0,2,1,0,1,0,0,0,7
"2160","San Miguel el Alto",2017,"Abuso sexual",2,0,0,2,1,0,0,0,0,0,1,1,7
"2161","San Pedro Tlaquepaque",2017,"Abuso sexual",12,11,17,11,19,16,15,22,18,16,14,10,181
"2162","San Sebastián del Oeste",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2163","Santa María de los Ángeles",2017,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"2164","Santa María del Oro",2017,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"2165","Sayula",2017,"Abuso sexual",0,0,0,0,0,1,0,1,0,0,0,0,2
"2166","Tala",2017,"Abuso sexual",3,1,4,1,1,0,5,3,1,2,0,1,22
"2167","Talpa de Allende",2017,"Abuso sexual",0,0,0,2,1,1,1,0,1,0,0,0,6
"2168","Tamazula de Gordiano",2017,"Abuso sexual",1,0,1,1,2,3,0,0,0,1,0,0,9
"2169","Tapalpa",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"2170","Tecalitlán",2017,"Abuso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"2171","Techaluta de Montenegro",2017,"Abuso sexual",1,0,0,0,1,0,0,0,0,0,0,0,2
"2172","Tecolotlán",2017,"Abuso sexual",0,0,0,0,0,1,1,0,1,1,1,0,5
"2173","Tenamaxtlán",2017,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"2174","Teocaltiche",2017,"Abuso sexual",0,0,0,0,1,1,2,0,0,1,1,0,6
"2175","Teocuitatlán de Corona",2017,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"2176","Tepatitlán de Morelos",2017,"Abuso sexual",2,0,1,1,4,5,6,2,1,1,3,4,30
"2177","Tequila",2017,"Abuso sexual",1,0,0,2,1,0,3,4,1,0,2,2,16
"2178","Teuchitlán",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2179","Tizapán el Alto",2017,"Abuso sexual",0,0,1,0,2,1,0,0,0,1,0,0,5
"2180","Tlajomulco de Zúñiga",2017,"Abuso sexual",13,24,21,27,13,23,25,8,28,29,19,16,246
"2181","Tolimán",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2182","Tomatlán",2017,"Abuso sexual",0,2,0,0,0,1,0,1,0,1,2,0,7
"2183","Tonalá",2017,"Abuso sexual",10,14,13,19,21,14,13,17,12,12,12,7,164
"2184","Tonaya",2017,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"2185","Tonila",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2186","Totatiche",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2187","Tototlán",2017,"Abuso sexual",1,0,1,0,0,0,0,1,0,0,1,0,4
"2188","Tuxcacuesco",2017,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"2189","Tuxcueca",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"2190","Tuxpan",2017,"Abuso sexual",0,3,2,0,0,0,0,0,0,0,0,0,5
"2191","Unión de San Antonio",2017,"Abuso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"2192","Unión de Tula",2017,"Abuso sexual",0,0,0,0,1,0,1,1,0,0,0,0,3
"2193","Valle de Guadalupe",2017,"Abuso sexual",0,0,0,0,1,0,0,0,0,2,0,0,3
"2194","Valle de Juárez",2017,"Abuso sexual",0,0,0,0,0,1,0,1,0,0,0,0,2
"2195","Villa Corona",2017,"Abuso sexual",1,1,1,2,0,0,1,1,1,1,0,0,9
"2196","Villa Guerrero",2017,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,1,0,2
"2197","Villa Hidalgo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"2198","Villa Purificación",2017,"Abuso sexual",0,0,0,0,0,1,0,1,0,1,0,1,4
"2199","Yahualica de González Gallo",2017,"Abuso sexual",0,1,0,0,1,0,1,2,1,0,0,0,6
"2200","Zacoalco de Torres",2017,"Abuso sexual",2,0,0,0,0,2,0,0,1,0,0,0,5
"2201","Zapopan",2017,"Abuso sexual",33,36,40,39,46,38,41,34,31,18,28,23,407
"2202","Zapotiltic",2017,"Abuso sexual",0,0,1,2,0,0,0,2,1,1,0,0,7
"2203","Zapotitlán de Vadillo",2017,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"2204","Zapotlán del Rey",2017,"Abuso sexual",0,0,1,0,0,0,0,0,0,1,0,1,3
"2205","Zapotlán el Grande",2017,"Abuso sexual",1,2,5,7,1,1,0,5,2,3,3,1,31
"2206","Zapotlanejo",2017,"Abuso sexual",2,1,2,2,2,2,2,3,2,1,5,3,27
"2207","Acatic",2017,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
